modelo,provincia,periodo,real,predicho
Ridge,Veraguas,2011-08,3.740733700817335,4.949618682343869
Ridge,Veraguas,2011-08,3.0589288834527344,3.8787441504728877
Ridge,Veraguas,2011-08,5.400300016667592,3.748779543459791
Ridge,Veraguas,2011-08,4.9770792403405375,5.283598650148206
Ridge,Veraguas,2011-08,5.2170625669460025,4.346421476485119
Lasso,Bocas del Toro,2011-08,6.052731308537708,4.342021477501715
Lasso,Bocas del Toro,2011-08,7.294117647058823,5.921224362736284
Lasso,Bocas del Toro,2011-08,6.338556426071011,4.86717758787872
Lasso,Bocas del Toro,2011-08,8.314873671706957,4.397313836958423
Lasso,Bocas del Toro,2011-08,8.612289800408613,5.7974497722001015
Lasso,Bocas del Toro,2011-08,8.401139601139601,4.842724956991131
Lasso,Bocas del Toro,2011-08,11.610664142609243,4.84617071478029
Lasso,Bocas del Toro,2011-08,9.623663380086098,6.01818569326594
Lasso,Bocas del Toro,2011-08,10.890889883796971,5.18633421703113
Lasso,Chiriquí,2011-08,2.200369634201625,3.9283111293685975
Lasso,Chiriquí,2011-08,1.1491935483870968,5.437799006358658
Lasso,Chiriquí,2011-08,1.9302018291577063,4.479889197418617
Lasso,Chiriquí,2011-08,3.4988723300756206,3.989720440190495
Lasso,Chiriquí,2011-08,2.932342310237744,5.265387543876056
Lasso,Chiriquí,2011-08,3.3047664453411167,4.436215552386397
Lasso,Chiriquí,2011-08,4.83566979591104,4.423098306899497
Lasso,Chiriquí,2011-08,3.837396710071887,5.4963273698133746
Lasso,Chiriquí,2011-08,4.424050632911392,4.77273916594293
Lasso,Coclé,2011-08,1.7842575355073524,3.3467976589935837
Lasso,Coclé,2011-08,5.451792024230187,4.702257082623673
Lasso,Coclé,2011-08,2.9325555332049773,3.7800406966927875
Lasso,Coclé,2011-08,3.119870960439187,3.397268899820653
Lasso,Coclé,2011-08,7.013812229072992,4.697023878982036
Lasso,Coclé,2011-08,4.461263066121298,3.8133868983740697
Lasso,Coclé,2011-08,5.911933184660458,3.868812436356702
Lasso,Coclé,2011-08,9.231270358306189,5.06187599238969
Lasso,Coclé,2011-08,7.245087521913184,4.244736849037114
Lasso,Colón,2011-08,2.422048997772829,4.879026168855672
Lasso,Colón,2011-08,3.611646545602112,6.26891513956901
Lasso,Colón,2011-08,2.7953771212072973,5.353512753165391
Lasso,Colón,2011-08,3.845552358313524,5.006452515839709
Lasso,Colón,2011-08,5.86544384367942,6.116369467974412
Lasso,Colón,2011-08,4.66704398897724,5.354088041693496
Lasso,Colón,2011-08,4.569258350632195,5.439253122586317
Lasso,Colón,2011-08,6.51930774664469,6.4319151536672665
Lasso,Colón,2011-08,5.436832181018227,5.728880720176837
Lasso,Comarca Emberá,2011-08,0.6335128286347799,2.1582796674954197
Lasso,Comarca Emberá,2011-08,0.0,3.771920761302535
Lasso,Comarca Emberá,2011-08,0.4864996351252736,2.7243041515347013
Lasso,Comarca Kuna Yala,2011-08,0.0,2.3035710773845044
Lasso,Comarca Kuna Yala,2011-08,0.0,3.3586380106113345
Lasso,Comarca Kuna Yala,2011-08,0.0,2.6733124395358736
Lasso,Comarca Ngäbe Buglé,2011-08,1.3385941838374982,3.2713903980422434
Lasso,Comarca Ngäbe Buglé,2011-08,0.8719959946595461,4.412506143927931
Lasso,Comarca Ngäbe Buglé,2011-08,1.146382964096042,3.6887415342022774
Lasso,Darién,2011-08,0.7520993063161738,3.539773240445167
Lasso,Darién,2011-08,4.093023255813953,5.204395438323827
Lasso,Darién,2011-08,1.550430675187552,4.120823497474642
Lasso,Darién,2011-08,1.4036034820163306,3.546128755625059
Lasso,Darién,2011-08,4.296724470134874,5.151891547578088
Lasso,Darién,2011-08,2.154030686191214,4.106465173946864
Lasso,Darién,2011-08,9.341637010676155,3.9948598869685683
Lasso,Darién,2011-08,5.280898876404494,5.065445773184473
Lasso,Darién,2011-08,7.547169811320755,4.337512060795006
Lasso,Herrera,2011-08,0.9142928224903596,3.4981474456580646
Lasso,Herrera,2011-08,8.78211897219289,5.056081844337445
Lasso,Herrera,2011-08,2.96875,4.012997393234394
Lasso,Herrera,2011-08,2.815203303493384,3.546034008096373
Lasso,Herrera,2011-08,5.956097069781492,4.7326618319743545
Lasso,Herrera,2011-08,3.991402552838477,3.924310856888172
Lasso,Herrera,2011-08,4.602608339668986,3.963268744165414
Lasso,Herrera,2011-08,4.823695345557122,4.89201749921842
Lasso,Herrera,2011-08,4.702835768406918,4.229169611265646
Lasso,Los Santos,2011-08,1.1905904944791168,2.3586200740765664
Lasso,Los Santos,2011-08,1.782198735882292,3.6685339532196544
Lasso,Los Santos,2011-08,1.377907548964929,2.800266924352384
Lasso,Los Santos,2011-08,1.5164365437459717,2.3866322981212633
Lasso,Los Santos,2011-08,2.633201776023681,3.611695369018602
Lasso,Los Santos,2011-08,1.912765631497166,2.798688895400359
Lasso,Los Santos,2011-08,2.301376199838094,2.8251855700636086
Lasso,Los Santos,2011-08,3.884234577303884,3.8815744887623604
Lasso,Los Santos,2011-08,2.984485932158822,3.170071935505625
Lasso,Panamá,2011-08,2.731448909489716,4.327883916638697
Lasso,Panamá,2011-08,4.226597500589484,5.836971519957157
Lasso,Panamá,2011-08,3.119926481850207,4.835899926068956
Lasso,Panamá,2011-08,5.075421777169079,4.400194685232949
Lasso,Panamá,2011-08,5.285732582316218,5.469007441455572
Lasso,Panamá,2011-08,5.161948539716351,4.728165289679394
Lasso,Panamá,2011-08,5.313067103040983,4.781755529878083
Lasso,Panamá,2011-08,5.337066613334096,5.814944083124973
Lasso,Panamá,2011-08,5.323228413132364,5.093429825792969
Lasso,Veraguas,2011-08,1.7878300609343265,3.0638299246548355
Lasso,Veraguas,2011-08,2.3881547524279574,4.6610596767498365
Lasso,Veraguas,2011-08,1.9138835957610405,3.6094992662022323
Lasso,Veraguas,2011-08,2.7841196389991265,3.145157870605967
Lasso,Veraguas,2011-08,3.740733700817335,4.524708196513948
Lasso,Veraguas,2011-08,3.0589288834527344,3.6119974720515833
Lasso,Veraguas,2011-08,5.400300016667592,3.7008940739323997
Lasso,Veraguas,2011-08,4.9770792403405375,4.673294084635692
Lasso,Veraguas,2011-08,5.2170625669460025,3.991233691395812
RandomForest,Bocas del Toro,2011-08,6.052731308537708,4.57072680161475
RandomForest,Bocas del Toro,2011-08,7.294117647058823,4.84317297102221
RandomForest,Bocas del Toro,2011-08,6.338556426071011,4.6626170521255395
RandomForest,Bocas del Toro,2011-08,8.314873671706957,4.57072680161475
RandomForest,Bocas del Toro,2011-08,8.612289800408613,4.84317297102221
RandomForest,Bocas del Toro,2011-08,8.401139601139601,4.6626170521255395
RandomForest,Bocas del Toro,2011-08,11.610664142609243,4.6196281891976385
RandomForest,Bocas del Toro,2011-08,9.623663380086098,4.892074358605099
RandomForest,Bocas del Toro,2011-08,10.890889883796971,4.711518439708428
RandomForest,Chiriquí,2011-08,2.200369634201625,4.115000142329745
RandomForest,Chiriquí,2011-08,1.1491935483870968,4.291245635507027
RandomForest,Chiriquí,2011-08,1.9302018291577063,4.271882564966596
RandomForest,Chiriquí,2011-08,3.4988723300756206,4.161642211097068
RandomForest,Chiriquí,2011-08,2.932342310237744,4.402576484960274
RandomForest,Chiriquí,2011-08,3.3047664453411167,4.271882564966596
RandomForest,Chiriquí,2011-08,4.83566979591104,4.161642211097068
RandomForest,Chiriquí,2011-08,3.837396710071887,4.484602707577675
RandomForest,Chiriquí,2011-08,4.424050632911392,4.2661258866057485
RandomForest,Coclé,2011-08,1.7842575355073524,3.9210250323952933
RandomForest,Coclé,2011-08,5.451792024230187,4.486165791830479
RandomForest,Coclé,2011-08,2.9325555332049773,4.071141300592127
RandomForest,Coclé,2011-08,3.119870960439187,3.9210250323952933
RandomForest,Coclé,2011-08,7.013812229072992,4.486165791830479
RandomForest,Coclé,2011-08,4.461263066121298,4.07994242191854
RandomForest,Coclé,2011-08,5.911933184660458,4.109919164674258
RandomForest,Coclé,2011-08,9.231270358306189,4.551069407815138
RandomForest,Coclé,2011-08,7.245087521913184,4.23851769424376
RandomForest,Colón,2011-08,2.422048997772829,4.000418657234324
RandomForest,Colón,2011-08,3.611646545602112,4.6200928793228595
RandomForest,Colón,2011-08,2.7953771212072973,4.394145823547436
RandomForest,Colón,2011-08,3.845552358313524,4.307786584894676
RandomForest,Colón,2011-08,5.86544384367942,4.636545254033394
RandomForest,Colón,2011-08,4.66704398897724,4.394145823547436
RandomForest,Colón,2011-08,4.569258350632195,4.329135174313017
RandomForest,Colón,2011-08,6.51930774664469,4.636545254033394
RandomForest,Colón,2011-08,5.436832181018227,4.394145823547436
RandomForest,Comarca Emberá,2011-08,0.6335128286347799,3.5813167495273768
RandomForest,Comarca Emberá,2011-08,0.0,3.74958305685299
RandomForest,Comarca Emberá,2011-08,0.4864996351252736,3.672036934331948
RandomForest,Comarca Kuna Yala,2011-08,0.0,3.825723034121795
RandomForest,Comarca Kuna Yala,2011-08,0.0,3.9595625764253652
RandomForest,Comarca Kuna Yala,2011-08,0.0,3.875952983551016
RandomForest,Comarca Ngäbe Buglé,2011-08,1.3385941838374982,3.9424236466531055
RandomForest,Comarca Ngäbe Buglé,2011-08,0.8719959946595461,4.033057885647676
RandomForest,Comarca Ngäbe Buglé,2011-08,1.146382964096042,3.994397632596636
RandomForest,Darién,2011-08,0.7520993063161738,3.806788003633681
RandomForest,Darién,2011-08,4.093023255813953,4.103969540512306
RandomForest,Darién,2011-08,1.550430675187552,3.931898796627101
RandomForest,Darién,2011-08,1.4036034820163306,3.806788003633681
RandomForest,Darién,2011-08,4.296724470134874,4.103969540512306
RandomForest,Darién,2011-08,2.154030686191214,3.931898796627101
RandomForest,Darién,2011-08,9.341637010676155,3.8716916196183417
RandomForest,Darién,2011-08,5.280898876404494,4.183623264284396
RandomForest,Darién,2011-08,7.547169811320755,3.996802412611759
RandomForest,Herrera,2011-08,0.9142928224903596,3.843035885732689
RandomForest,Herrera,2011-08,8.78211897219289,4.183746083559961
RandomForest,Herrera,2011-08,2.96875,3.9340795441955243
RandomForest,Herrera,2011-08,2.815203303493384,3.8523192858121313
RandomForest,Herrera,2011-08,5.956097069781492,4.183746083559961
RandomForest,Herrera,2011-08,3.991402552838477,3.8625669680582884
RandomForest,Herrera,2011-08,4.602608339668986,3.858863148537858
RandomForest,Herrera,2011-08,4.823695345557122,4.183994149540443
RandomForest,Herrera,2011-08,4.702835768406918,3.858863148537858
RandomForest,Los Santos,2011-08,1.1905904944791168,3.4677727563339507
RandomForest,Los Santos,2011-08,1.782198735882292,3.6269081487260646
RandomForest,Los Santos,2011-08,1.377907548964929,3.5442459090711167
RandomForest,Los Santos,2011-08,1.5164365437459717,3.4932363978754255
RandomForest,Los Santos,2011-08,2.633201776023681,3.666975748138565
RandomForest,Los Santos,2011-08,1.912765631497166,3.5442459090711167
RandomForest,Los Santos,2011-08,2.301376199838094,3.5442459090711167
RandomForest,Los Santos,2011-08,3.884234577303884,3.7626529951978687
RandomForest,Los Santos,2011-08,2.984485932158822,3.5442459090711167
RandomForest,Panamá,2011-08,2.731448909489716,4.134480024843255
RandomForest,Panamá,2011-08,4.226597500589484,4.657446396884048
RandomForest,Panamá,2011-08,3.119926481850207,4.433929609281121
RandomForest,Panamá,2011-08,5.075421777169079,4.314494010283582
RandomForest,Panamá,2011-08,5.285732582316218,4.645218957351656
RandomForest,Panamá,2011-08,5.161948539716351,4.411109625767674
RandomForest,Panamá,2011-08,5.313067103040983,4.321186181649292
RandomForest,Panamá,2011-08,5.337066613334096,4.645218957351656
RandomForest,Panamá,2011-08,5.323228413132364,4.396934438085842
RandomForest,Veraguas,2011-08,1.7878300609343265,3.8677519825612294
RandomForest,Veraguas,2011-08,2.3881547524279574,3.9696195554610294
RandomForest,Veraguas,2011-08,1.9138835957610405,3.951280651103186
RandomForest,Veraguas,2011-08,2.7841196389991265,3.8914879075046827
RandomForest,Veraguas,2011-08,3.740733700817335,4.057317803350356
RandomForest,Veraguas,2011-08,3.0589288834527344,3.951280651103186
RandomForest,Veraguas,2011-08,5.400300016667592,3.898031770230408
RandomForest,Veraguas,2011-08,4.9770792403405375,4.087853986237007
RandomForest,Veraguas,2011-08,5.2170625669460025,3.9578245138289128
GradientBoosting,Bocas del Toro,2011-08,6.052731308537708,4.316825430556452
GradientBoosting,Bocas del Toro,2011-08,7.294117647058823,4.907406183163944
GradientBoosting,Bocas del Toro,2011-08,6.338556426071011,4.255506196899371
GradientBoosting,Bocas del Toro,2011-08,8.314873671706957,4.994295105713311
GradientBoosting,Bocas del Toro,2011-08,8.612289800408613,5.967695374342949
GradientBoosting,Bocas del Toro,2011-08,8.401139601139601,4.941148530339024
GradientBoosting,Bocas del Toro,2011-08,11.610664142609243,6.814775732086477
GradientBoosting,Bocas del Toro,2011-08,9.623663380086098,7.730035451638111
GradientBoosting,Bocas del Toro,2011-08,10.890889883796971,6.846263681054817
GradientBoosting,Chiriquí,2011-08,2.200369634201625,3.126144068584603
GradientBoosting,Chiriquí,2011-08,1.1491935483870968,3.1452477890916
GradientBoosting,Chiriquí,2011-08,1.9302018291577063,3.151352303910002
GradientBoosting,Chiriquí,2011-08,3.4988723300756206,3.9026250557160975
GradientBoosting,Chiriquí,2011-08,2.932342310237744,3.9084881288314817
GradientBoosting,Chiriquí,2011-08,3.3047664453411167,3.78694473297093
GradientBoosting,Chiriquí,2011-08,4.83566979591104,4.760432224740579
GradientBoosting,Chiriquí,2011-08,3.837396710071887,4.964975389289812
GradientBoosting,Chiriquí,2011-08,4.424050632911392,4.888381582985311
GradientBoosting,Coclé,2011-08,1.7842575355073524,1.0254755717549318
GradientBoosting,Coclé,2011-08,5.451792024230187,4.258717530540755
GradientBoosting,Coclé,2011-08,2.9325555332049773,2.9773176201537517
GradientBoosting,Coclé,2011-08,3.119870960439187,1.9239347149120494
GradientBoosting,Coclé,2011-08,7.013812229072992,4.829214216578611
GradientBoosting,Coclé,2011-08,4.461263066121298,3.641182020436801
GradientBoosting,Coclé,2011-08,5.911933184660458,4.280305222053408
GradientBoosting,Coclé,2011-08,9.231270358306189,7.460453659848323
GradientBoosting,Coclé,2011-08,7.245087521913184,5.383748919935556
GradientBoosting,Colón,2011-08,2.422048997772829,2.4152070210820056
GradientBoosting,Colón,2011-08,3.611646545602112,4.439711140868132
GradientBoosting,Colón,2011-08,2.7953771212072973,3.6634905064596066
GradientBoosting,Colón,2011-08,3.845552358313524,3.530625017469445
GradientBoosting,Colón,2011-08,5.86544384367942,5.003103859449732
GradientBoosting,Colón,2011-08,4.66704398897724,4.156668587174591
GradientBoosting,Colón,2011-08,4.569258350632195,4.406290048337696
GradientBoosting,Colón,2011-08,6.51930774664469,5.5206820774010525
GradientBoosting,Colón,2011-08,5.436832181018227,4.85224115266615
GradientBoosting,Comarca Emberá,2011-08,0.6335128286347799,2.0889642307500718
GradientBoosting,Comarca Emberá,2011-08,0.0,2.603598459057494
GradientBoosting,Comarca Emberá,2011-08,0.4864996351252736,2.625804423891603
GradientBoosting,Comarca Kuna Yala,2011-08,0.0,2.2720903147991107
GradientBoosting,Comarca Kuna Yala,2011-08,0.0,2.47010266105864
GradientBoosting,Comarca Kuna Yala,2011-08,0.0,2.4003166467422665
GradientBoosting,Comarca Ngäbe Buglé,2011-08,1.3385941838374982,2.955794310661754
GradientBoosting,Comarca Ngäbe Buglé,2011-08,0.8719959946595461,3.0314617174530074
GradientBoosting,Comarca Ngäbe Buglé,2011-08,1.146382964096042,2.9074933560756984
GradientBoosting,Darién,2011-08,0.7520993063161738,0.9589739200644405
GradientBoosting,Darién,2011-08,4.093023255813953,3.1902238461474415
GradientBoosting,Darién,2011-08,1.550430675187552,2.6584307847284996
GradientBoosting,Darién,2011-08,1.4036034820163306,1.825227585911958
GradientBoosting,Darién,2011-08,4.296724470134874,4.1116890465415485
GradientBoosting,Darién,2011-08,2.154030686191214,3.6031912820683027
GradientBoosting,Darién,2011-08,9.341637010676155,3.251768598501291
GradientBoosting,Darién,2011-08,5.280898876404494,8.335057822679461
GradientBoosting,Darién,2011-08,7.547169811320755,6.063161328647948
GradientBoosting,Herrera,2011-08,0.9142928224903596,2.0065183576175056
GradientBoosting,Herrera,2011-08,8.78211897219289,4.9551593574918105
GradientBoosting,Herrera,2011-08,2.96875,3.1018327346426697
GradientBoosting,Herrera,2011-08,2.815203303493384,2.6429466576151475
GradientBoosting,Herrera,2011-08,5.956097069781492,4.95559422890315
GradientBoosting,Herrera,2011-08,3.991402552838477,3.3989494876215662
GradientBoosting,Herrera,2011-08,4.602608339668986,2.737164146301142
GradientBoosting,Herrera,2011-08,4.823695345557122,5.472243805175829
GradientBoosting,Herrera,2011-08,4.702835768406918,3.6241622591659666
GradientBoosting,Los Santos,2011-08,1.1905904944791168,1.1565657225184511
GradientBoosting,Los Santos,2011-08,1.782198735882292,2.0465215017479497
GradientBoosting,Los Santos,2011-08,1.377907548964929,1.9446501557924953
GradientBoosting,Los Santos,2011-08,1.5164365437459717,1.8614353889944437
GradientBoosting,Los Santos,2011-08,2.633201776023681,2.3663773234715033
GradientBoosting,Los Santos,2011-08,1.912765631497166,2.228397123616844
GradientBoosting,Los Santos,2011-08,2.301376199838094,2.470497607393535
GradientBoosting,Los Santos,2011-08,3.884234577303884,2.9185664488118697
GradientBoosting,Los Santos,2011-08,2.984485932158822,2.6743798161134924
GradientBoosting,Panamá,2011-08,2.731448909489716,2.468788803555299
GradientBoosting,Panamá,2011-08,4.226597500589484,4.751190040369268
GradientBoosting,Panamá,2011-08,3.119926481850207,3.602360048523303
GradientBoosting,Panamá,2011-08,5.075421777169079,3.9795427443187203
GradientBoosting,Panamá,2011-08,5.285732582316218,4.8257579267565065
GradientBoosting,Panamá,2011-08,5.161948539716351,4.372504726451685
GradientBoosting,Panamá,2011-08,5.313067103040983,4.811547049878185
GradientBoosting,Panamá,2011-08,5.337066613334096,5.36750094558524
GradientBoosting,Panamá,2011-08,5.323228413132364,4.990285795814801
GradientBoosting,Veraguas,2011-08,1.7878300609343265,3.1645174401692016
GradientBoosting,Veraguas,2011-08,2.3881547524279574,3.1659422151663943
GradientBoosting,Veraguas,2011-08,1.9138835957610405,3.1532014947491107
GradientBoosting,Veraguas,2011-08,2.7841196389991265,3.7877163094259263
GradientBoosting,Veraguas,2011-08,3.740733700817335,3.6472721412860074
GradientBoosting,Veraguas,2011-08,3.0589288834527344,3.5998805774320277
GradientBoosting,Veraguas,2011-08,5.400300016667592,5.316964725164445
GradientBoosting,Veraguas,2011-08,4.9770792403405375,4.422422658235145
GradientBoosting,Veraguas,2011-08,5.2170625669460025,5.356660983501725
XGBoost,Bocas del Toro,2011-08,6.052731308537708,4.596151351928711
XGBoost,Bocas del Toro,2011-08,7.294117647058823,4.626770973205566
XGBoost,Bocas del Toro,2011-08,6.338556426071011,4.640028953552246
XGBoost,Bocas del Toro,2011-08,8.314873671706957,5.091731548309326
XGBoost,Bocas del Toro,2011-08,8.612289800408613,5.2040019035339355
XGBoost,Bocas del Toro,2011-08,8.401139601139601,5.135609149932861
XGBoost,Bocas del Toro,2011-08,11.610664142609243,6.853554725646973
XGBoost,Bocas del Toro,2011-08,9.623663380086098,6.747194766998291
XGBoost,Bocas del Toro,2011-08,10.890889883796971,6.825448036193848
XGBoost,Chiriquí,2011-08,2.200369634201625,2.6057143211364746
XGBoost,Chiriquí,2011-08,1.1491935483870968,2.9820213317871094
XGBoost,Chiriquí,2011-08,1.9302018291577063,3.1452176570892334
XGBoost,Chiriquí,2011-08,3.4988723300756206,3.3790812492370605
XGBoost,Chiriquí,2011-08,2.932342310237744,3.618617057800293
XGBoost,Chiriquí,2011-08,3.3047664453411167,3.5673956871032715
XGBoost,Chiriquí,2011-08,4.83566979591104,4.086756706237793
XGBoost,Chiriquí,2011-08,3.837396710071887,4.388518333435059
XGBoost,Chiriquí,2011-08,4.424050632911392,4.245899677276611
XGBoost,Coclé,2011-08,1.7842575355073524,1.7893811464309692
XGBoost,Coclé,2011-08,5.451792024230187,4.869241714477539
XGBoost,Coclé,2011-08,2.9325555332049773,3.255829334259033
XGBoost,Coclé,2011-08,3.119870960439187,2.5268871784210205
XGBoost,Coclé,2011-08,7.013812229072992,5.454411506652832
XGBoost,Coclé,2011-08,4.461263066121298,3.865943193435669
XGBoost,Coclé,2011-08,5.911933184660458,4.8663458824157715
XGBoost,Coclé,2011-08,9.231270358306189,6.68118953704834
XGBoost,Coclé,2011-08,7.245087521913184,5.631359577178955
XGBoost,Colón,2011-08,2.422048997772829,2.093618869781494
XGBoost,Colón,2011-08,3.611646545602112,4.464937686920166
XGBoost,Colón,2011-08,2.7953771212072973,3.6165950298309326
XGBoost,Colón,2011-08,3.845552358313524,3.568615436553955
XGBoost,Colón,2011-08,5.86544384367942,5.015046119689941
XGBoost,Colón,2011-08,4.66704398897724,4.027215480804443
XGBoost,Colón,2011-08,4.569258350632195,4.474935054779053
XGBoost,Colón,2011-08,6.51930774664469,5.618473052978516
XGBoost,Colón,2011-08,5.436832181018227,4.808563709259033
XGBoost,Comarca Emberá,2011-08,0.6335128286347799,1.4179484844207764
XGBoost,Comarca Emberá,2011-08,0.0,2.532569169998169
XGBoost,Comarca Emberá,2011-08,0.4864996351252736,2.503660202026367
XGBoost,Comarca Kuna Yala,2011-08,0.0,2.3068411350250244
XGBoost,Comarca Kuna Yala,2011-08,0.0,2.6630241870880127
XGBoost,Comarca Kuna Yala,2011-08,0.0,2.631946563720703
XGBoost,Comarca Ngäbe Buglé,2011-08,1.3385941838374982,2.6087565422058105
XGBoost,Comarca Ngäbe Buglé,2011-08,0.8719959946595461,2.904963254928589
XGBoost,Comarca Ngäbe Buglé,2011-08,1.146382964096042,2.991102695465088
XGBoost,Darién,2011-08,0.7520993063161738,1.09084153175354
XGBoost,Darién,2011-08,4.093023255813953,3.7993950843811035
XGBoost,Darién,2011-08,1.550430675187552,2.9162728786468506
XGBoost,Darién,2011-08,1.4036034820163306,1.8935227394104004
XGBoost,Darién,2011-08,4.296724470134874,4.602078437805176
XGBoost,Darién,2011-08,2.154030686191214,3.661328077316284
XGBoost,Darién,2011-08,9.341637010676155,3.768956422805786
XGBoost,Darién,2011-08,5.280898876404494,7.312859535217285
XGBoost,Darién,2011-08,7.547169811320755,5.467756748199463
