provincia,periodo,anio,area,sexo,poblacion_15_mas,pea,ocupados,desocupados,tasa_desempleo,tasa_participacion,tasa_actividad_total,tasa_actividad_urbana,tasa_actividad_rural,pct_jovenes_pea,pct_mayores_pea,pct_sector_primario,pct_sector_secundario,pct_sector_terciario,pct_sin_educacion,pct_primaria,pct_secundaria,pct_universitaria,pct_subempleo,pct_microempresa,pct_empresa_grande,mediana_salario,empleo_informal_pct,pib_crecimiento,inflacion,indice_gini,gasto_educacion_pib,desempleo_juvenil_nacional,exportaciones_pib,pib_per_capita,poblacion_total_nacional
Darién,2015-03,2015,urbana,total,3662.0,2415.0,2365.0,50.0,2.070393374741201,65.94756963407974,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,rural,hombres,19549.0,15910.0,15671.0,239.0,1.5021998742928975,81.38523709652668,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,rural,mujeres,18062.0,5784.0,5490.0,294.0,5.08298755186722,32.02303177942642,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,rural,total,37611.0,21694.0,21161.0,533.0,2.4569005254909193,57.67993406184361,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,total,hombres,43910.0,33786.0,33172.0,614.0,1.8173207837565857,76.94374857663402,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,total,mujeres,46519.0,21206.0,20238.0,968.0,4.5647458266528345,45.585674670564714,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,total,total,90429.0,54992.0,53410.0,1582.0,2.8767820773930755,60.81235002045804,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,urbana,hombres,24361.0,17876.0,17501.0,375.0,2.097784739315283,73.37958211896063,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,urbana,mujeres,28457.0,15422.0,14748.0,674.0,4.370379976656724,54.194047158871285,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-03,2015,urbana,total,52818.0,33298.0,32249.0,1049.0,3.150339359721305,63.04290204097088,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,rural,hombres,24530.0,20109.0,19948.0,161.0,0.8006365309065592,81.97717081125153,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,rural,mujeres,23084.0,11379.0,11058.0,321.0,2.8209860268916422,49.29388320914919,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,rural,total,47614.0,31488.0,31006.0,482.0,1.5307418699186992,66.13180997185701,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,total,hombres,37478.0,30624.0,30267.0,357.0,1.1657523510971788,81.71193767009979,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,total,mujeres,38017.0,18978.0,18310.0,668.0,3.5198651069659608,49.919772733250916,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,total,total,75495.0,49602.0,48577.0,1025.0,2.066448933510746,65.70236439499305,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,urbana,hombres,12948.0,10515.0,10319.0,196.0,1.864003804089396,81.209453197405,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,urbana,mujeres,14933.0,7599.0,7252.0,347.0,4.5663903145150675,50.887296591441775,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Los Santos,2015-03,2015,urbana,total,27881.0,18114.0,17571.0,543.0,2.9976813514408747,64.96897528783042,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,rural,hombres,31760.0,27122.0,26542.0,580.0,2.1384853624363984,85.39672544080604,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,rural,mujeres,29641.0,12011.0,10492.0,1519.0,12.646740487886104,40.52157484565298,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,rural,total,61401.0,39133.0,37034.0,2099.0,5.363759486878082,63.73348968257846,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,total,hombres,534411.0,424849.0,402175.0,22674.0,5.336955012251412,79.49855074090915,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,total,mujeres,596152.0,331573.0,308897.0,22676.0,6.838916317070449,55.61886901327179,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,total,total,1130563.0,756422.0,711072.0,45350.0,5.995330648764843,66.90666508633309,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,urbana,hombres,502651.0,397727.0,375633.0,22094.0,5.555066666331428,79.12587461280292,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,urbana,mujeres,566511.0,319562.0,298405.0,21157.0,6.620624479756667,56.4087899440611,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá,2015-03,2015,urbana,total,1069162.0,717289.0,674038.0,43251.0,6.0297871569200145,67.08889766003655,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,rural,hombres,37331.0,32344.0,31035.0,1309.0,4.047118476378927,86.64112935629905,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,rural,mujeres,32583.0,11405.0,10996.0,409.0,3.5861464270056995,35.002915630850445,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,rural,total,69914.0,43749.0,42031.0,1718.0,3.926946901643466,62.575449838372855,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,total,hombres,206244.0,163898.0,157464.0,6434.0,3.9256122710466266,79.46800876631562,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,total,mujeres,207708.0,108545.0,98328.0,10217.0,9.412685982772121,52.25845899050591,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,total,total,413952.0,272443.0,255792.0,16651.0,6.111737134006012,65.8151186611008,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,urbana,hombres,168913.0,131554.0,126429.0,5125.0,3.8957386320446354,77.88269700970322,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,urbana,mujeres,175125.0,97140.0,87332.0,9808.0,10.096767551986822,55.46895074946466,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Panamá Oeste,2015-03,2015,urbana,total,344038.0,228694.0,213761.0,14933.0,6.529685955906145,66.47347095379,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,rural,hombres,57789.0,48246.0,47817.0,429.0,0.8891928864569083,83.48647666510928,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,rural,mujeres,51504.0,19616.0,18521.0,1095.0,5.582177814029364,38.08636222429326,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,rural,total,109293.0,67862.0,66338.0,1524.0,2.2457339895670625,62.0918082585344,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,total,hombres,87625.0,70814.0,69195.0,1619.0,2.2862710763408365,80.8148359486448,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,total,mujeres,84112.0,36842.0,34283.0,2559.0,6.9458769882199665,43.80112231310633,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,total,total,171737.0,107656.0,103478.0,4178.0,3.880879839488742,62.68654978251629,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,urbana,hombres,29836.0,22568.0,21378.0,1190.0,5.272952853598015,75.64016624212361,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,urbana,mujeres,32608.0,17226.0,15762.0,1464.0,8.498780912574016,52.82752698724239,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Veraguas,2015-03,2015,urbana,total,62444.0,39794.0,37140.0,2654.0,6.669347137759461,63.72749983985651,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,rural,hombres,25872.0,21178.0,19676.0,1502.0,7.0922655585985455,81.85683364254793,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,rural,mujeres,25905.0,9846.0,9057.0,789.0,8.013406459475929,38.00810654313839,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,rural,total,51777.0,31024.0,28733.0,2291.0,7.38460546673543,59.91849662977769,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,total,hombres,46695.0,36556.0,33532.0,3024.0,8.27223985118722,78.28675447050006,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,total,mujeres,47041.0,20565.0,18922.0,1643.0,7.989302212496961,43.71718288301694,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,total,total,93736.0,57121.0,52454.0,4667.0,8.170375168501952,60.93816676623709,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,urbana,hombres,20823.0,15378.0,13856.0,1522.0,9.8972558200026,73.85103011093503,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,urbana,mujeres,21136.0,10719.0,9865.0,854.0,7.967161115775726,50.71442089326268,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Bocas del Toro,2015-08,2015,urbana,total,41959.0,26097.0,23721.0,2376.0,9.104494769513737,62.19642984818513,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,rural,hombres,69862.0,54834.0,53827.0,1007.0,1.8364518364518363,78.48902121324898,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,rural,mujeres,67723.0,21288.0,20495.0,793.0,3.7251033446072905,31.433929388833924,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,rural,total,137585.0,76122.0,74322.0,1800.0,2.3646252069047056,55.3272522440673,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,total,hombres,154986.0,113917.0,109852.0,4065.0,3.5683875102047984,73.50147755281122,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,total,mujeres,160706.0,64547.0,61560.0,2987.0,4.627635676328876,40.164648488544294,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,total,total,315692.0,178464.0,171412.0,7052.0,3.9514972207279895,56.53104925053534,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,urbana,hombres,85124.0,59083.0,56025.0,3058.0,5.1757696799417765,69.40815751139515,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,urbana,mujeres,92983.0,43259.0,41065.0,2194.0,5.071776971266095,46.52355806975469,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Chiriquí,2015-08,2015,urbana,total,178107.0,102342.0,97090.0,5252.0,5.13181294092357,57.46096447641025,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,rural,hombres,55922.0,45707.0,44763.0,944.0,2.0653291618351677,81.73348592682666,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,rural,mujeres,55982.0,26031.0,24317.0,1714.0,6.584456993584572,46.49887463827659,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,rural,total,111904.0,71738.0,69080.0,2658.0,3.7051492932615906,64.10673434372319,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,total,hombres,89257.0,70677.0,69174.0,1503.0,2.126575830892653,79.18370547968226,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,total,mujeres,93526.0,44289.0,41802.0,2487.0,5.615389825916141,47.354746273763446,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,total,total,182783.0,114966.0,110976.0,3990.0,3.470591305255467,62.89753423458417,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,urbana,hombres,33335.0,24970.0,24411.0,559.0,2.23868642370845,74.90625468726564,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,urbana,mujeres,37544.0,18258.0,17485.0,773.0,4.233760543323474,48.630939697421695,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Coclé,2015-08,2015,urbana,total,70879.0,43228.0,41896.0,1332.0,3.081336171000278,60.98844509657303,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,rural,hombres,27326.0,22533.0,21462.0,1071.0,4.753028890959925,82.45992827343922,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,rural,mujeres,24756.0,11633.0,10276.0,1357.0,11.665090690277658,46.990628534496686,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,rural,total,52082.0,34166.0,31738.0,2428.0,7.106480126441491,65.60039937022388,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,total,hombres,88194.0,70707.0,63625.0,7082.0,10.015981444552873,80.17212055241853,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,total,mujeres,96207.0,48625.0,43299.0,5326.0,10.953213367609255,50.542060349039055,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,total,total,184401.0,119332.0,106924.0,12408.0,10.397881540575872,64.71331500371474,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,urbana,hombres,60868.0,48174.0,42163.0,6011.0,12.47768505833022,79.14503515804692,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,urbana,mujeres,71451.0,36992.0,33023.0,3969.0,10.729346885813149,51.77254342136569,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Colón,2015-08,2015,urbana,total,132319.0,85166.0,75186.0,9980.0,11.718291336918488,64.36415027320339,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Emberá,2015-08,2015,total,hombres,3372.0,3078.0,3078.0,0.0,0.0,91.28113879003558,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Emberá,2015-08,2015,total,mujeres,2595.0,1749.0,1749.0,0.0,0.0,67.39884393063585,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Emberá,2015-08,2015,total,total,5967.0,4827.0,4827.0,0.0,0.0,80.89492207139266,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Kuna Yala,2015-08,2015,total,hombres,9617.0,8223.0,8173.0,50.0,0.6080505898090721,85.50483518768847,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Kuna Yala,2015-08,2015,total,mujeres,12180.0,6405.0,6283.0,122.0,1.9047619047619049,52.58620689655172,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Kuna Yala,2015-08,2015,total,total,21797.0,14628.0,14456.0,172.0,1.175827180749248,67.11015277331744,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Ngäbe Buglé,2015-08,2015,total,hombres,47179.0,39237.0,38720.0,517.0,1.3176338659938325,83.1662392166006,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Ngäbe Buglé,2015-08,2015,total,mujeres,57104.0,36976.0,36976.0,0.0,0.0,64.75203138133932,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Comarca Ngäbe Buglé,2015-08,2015,total,total,104283.0,76213.0,75696.0,517.0,0.678361959245798,73.08286106076733,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,rural,hombres,16729.0,15130.0,14931.0,199.0,1.3152676801057501,90.4417478629924,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,rural,mujeres,14624.0,6177.0,5973.0,204.0,3.3025740650801363,42.238785557986866,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,rural,total,31353.0,21307.0,20904.0,403.0,1.8913971934106162,67.95840908366026,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,total,hombres,18505.0,16653.0,16384.0,269.0,1.6153245661442384,89.99189408268036,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,total,mujeres,16603.0,7252.0,6973.0,279.0,3.8472145615002757,43.67885321929772,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,total,total,35108.0,23905.0,23357.0,548.0,2.2924074461409747,68.08989404124416,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,urbana,hombres,1776.0,1523.0,1453.0,70.0,4.596191726854892,85.7545045045045,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,urbana,mujeres,1979.0,1075.0,1000.0,75.0,6.976744186046512,54.320363820111176,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Darién,2015-08,2015,urbana,total,3755.0,2598.0,2453.0,145.0,5.581216320246344,69.18774966711052,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,rural,hombres,19175.0,15833.0,15614.0,219.0,1.3831870144634624,82.57105606258148,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,rural,mujeres,18376.0,6708.0,6179.0,529.0,7.886106141920095,36.50413582934262,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,rural,total,37551.0,22541.0,21793.0,748.0,3.3183975866199367,60.02769566722591,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,total,hombres,43484.0,33756.0,33229.0,527.0,1.5612039341154165,77.6285530309999,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,total,mujeres,47332.0,21625.0,20516.0,1109.0,5.128323699421966,45.68790670159723,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,total,total,90816.0,55381.0,53745.0,1636.0,2.9540817247792566,60.98154510218464,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
Herrera,2015-08,2015,urbana,hombres,24309.0,17923.0,17615.0,308.0,1.7184623109970427,73.72989427783948,,,,,,,,,,,,,,,,,,5.26691726402875,0.137492058461504,50.8,3.26552009582519,11.675,47.3866199170958,14082.6548434996,3960035.0
